schema_version,run_id,timestamp_unix,benchmark,area,dataset_name,dataset_bytes,dataset_sha256,input_size,language,language_version,library,library_version,flags,warmup,trials,min_ns,median_ns,mean_ns,p95_ns,throughput,throughput_unit,peak_rss_kb,cgroup_peak_kb,alloc_bytes,alloc_count,working_set_kb,status,check_ok,notes,variant
1,20260625-161331,1782418411,clbg-mandelbrot,clbg,,640000,,640000,java,openjdk version 25.0.1 2025-10-21 LTS,stdlib,stdlib,-server,3,10,26077198,26665305,26440530,26833102,,,47808,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,clbg-fannkuch-redux,clbg,,10,,10,java,openjdk version 25.0.1 2025-10-21 LTS,stdlib,stdlib,-server,3,10,145872240,159096138,157697500,160355911,,,51668,-1,192,-1,-1,ok,true,,
1,20260625-161331,1782418411,clbg-spectral-norm,clbg,,100,,100,java,openjdk version 25.0.1 2025-10-21 LTS,stdlib,stdlib,-server,3,10,325483,1315720,1205787,1997294,,,51800,-1,2448,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-instant-arith,time,,1000000,,1000000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),chrono,0.4,-O3 lto target-cpu=native,3,10,6640042,6715353,6702994,6728809,148.91,Mop/s,2280,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-localdate-arith,time,,100000,,100000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),chrono,0.4,-O3 lto target-cpu=native,3,10,532864,542362,541713,549295,184.38,Mop/s,2348,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-instant-arith,time,,1000000,,1000000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,std::chrono,std,-O3 -march=native -std=c++20,3,10,97574,97604,97609,97694,10245.48,Mop/s,3880,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-localdate-arith,time,,100000,,100000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,std::chrono,std,-O3 -march=native -std=c++20,3,10,9778,9788,9791,9808,10216.59,Mop/s,4076,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-instant-arith,time,,1000000,,1000000,go,go version go1.26.0 linux/amd64,time,stdlib,GOAMD64=v4,3,10,2933698,2968223,3005999,3424333,336.90,Mop/s,3148,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-localdate-arith,time,,100000,,100000,go,go version go1.26.0 linux/amd64,time,stdlib,GOAMD64=v4,3,10,1513031,1516788,1520538,1536695,65.93,Mop/s,3216,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-instant-arith,time,,1000000,,1000000,python,Python 3.12.9,datetime,cpython,-OO,3,10,352979745,360958771,362237566,374259874,2.77,Mop/s,12812,-1,412,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-localdate-arith,time,,100000,,100000,python,Python 3.12.9,datetime,cpython,-OO,3,10,17839045,17953681,17934259,18001861,5.57,Mop/s,12812,-1,348,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-instant-arith,time,,1000000,,1000000,java,openjdk version 25.0.1 2025-10-21 LTS,java.time,stdlib,-server,3,10,206840,207812,301712,678339,4812.04,Mop/s,66276,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,time-localdate-arith,time,,100000,,100000,java,openjdk version 25.0.1 2025-10-21 LTS,java.time,stdlib,-server,3,10,740846,1177589,1237208,2863906,84.92,Mop/s,99100,-1,2400000,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-filter-map-reduce,stream,,1000000,,1000000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),Iterator,std,-O3 lto target-cpu=native,3,10,586345,589551,601609,659613,1696.21,Mop/s,10164,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-parallel-reduce,stream,,1000000,,1000000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),rayon,std,-O3 lto target-cpu=native,3,10,71044,103105,101439,127179,9698.85,Mop/s,11380,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-filter-map-reduce,stream,,1000000,,1000000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,views::filter|transform,std,-O3 -march=native -std=c++23,3,10,212250,213292,213653,216478,4688.41,Mop/s,11684,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-parallel-reduce,stream,,1000000,,1000000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,std::reduce(par),std,-O3 -march=native -std=c++23,3,10,84399,84600,90834,143400,11820.33,Mop/s,11880,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-filter-map-reduce,stream,,1000000,,1000000,go,go version go1.26.0 linux/amd64,hand-loop,stdlib,GOAMD64=v4,3,10,585523,587787,588128,595943,1701.30,Mop/s,11416,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-parallel-reduce,stream,,1000000,,1000000,go,go version go1.26.0 linux/amd64,goroutines,stdlib,GOAMD64=v4,3,10,44824,66496,63852,95540,15038.50,Mop/s,12436,-1,14960,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-filter-map-reduce,stream,,1000000,,1000000,python,Python 3.12.9,genexpr,cpython,-OO,3,10,19087227,19160334,19145962,19220037,52.19,Mop/s,43536,-1,440,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-parallel-reduce,stream,,1000000,,1000000,python,Python 3.12.9,sum (GIL),cpython,-OO,3,10,3690384,3710742,3727281,3817253,269.49,Mop/s,43536,-1,48,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-filter-map-reduce,stream,,1000000,,1000000,java,openjdk version 25.0.1 2025-10-21 LTS,java.util.stream,stdlib,-server,3,10,153229,154482,374024,2349508,6473.25,Mop/s,57120,-1,344,-1,-1,ok,true,,
1,20260625-161331,1782418411,stream-parallel-reduce,stream,,1000000,,1000000,java,openjdk version 25.0.1 2025-10-21 LTS,parallel-stream,stdlib,-server,3,10,102804,117291,195831,523937,8525.80,Mop/s,63524,-1,2056,-1,-1,ok,true,,
1,20260625-161331,1782418411,atomic-fetchadd,concurrent,,1000000,,1000000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),AtomicI64,std,-O3 lto target-cpu=native,3,10,3908435,4356589,4324500,4748407,229.537,Mop/s,2312,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,task-spawn-await,concurrent,,20000,,20000,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),std::thread,std,-O3 lto target-cpu=native,3,10,415645027,425037605,427116607,440273014,0.047,Mop/s,2584,-1,3680000,-1,-1,ok,true,,
1,20260625-161331,1782418411,atomic-fetchadd,concurrent,,1000000,,1000000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,std::atomic,std,-O3 -march=native -pthread,3,10,3908394,3910519,3914003,3940485,255.721,Mop/s,3884,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,task-spawn-await,concurrent,,20000,,20000,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,std::thread,std,-O3 -march=native -pthread,3,10,320243329,335171639,334542428,343800339,0.060,Mop/s,4220,-1,480000,-1,-1,ok,true,,
1,20260625-161331,1782418411,atomic-fetchadd,concurrent,,1000000,,1000000,go,go version go1.26.0 linux/amd64,atomic.Int64,stdlib,GOAMD64=v4,3,10,3911641,3916680,3919741,3945474,255.318,Mop/s,3152,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,task-spawn-await,concurrent,,20000,,20000,go,go version go1.26.0 linux/amd64,goroutine,stdlib,GOAMD64=v4,3,10,4932264,5393984,5391239,5644987,3.708,Mop/s,8860,-1,3360960,-1,-1,ok,true,,
1,20260625-161331,1782418411,atomic-fetchadd,concurrent,,1000000,,1000000,python,Python 3.12.9,atomic,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,no lock-free atomic in the CPython stdlib (GIL-protected += is not the same primitive),
1,20260625-161331,1782418411,task-spawn-await,concurrent,,20000,,20000,python,Python 3.12.9,asyncio,cpython,-OO,3,10,70885110,72443947,71929678,72646378,0.276,Mop/s,20608,-1,6676,-1,-1,ok,true,,
1,20260625-161331,1782418411,atomic-fetchadd,concurrent,,1000000,,1000000,java,openjdk version 25.0.1 2025-10-21 LTS,AtomicLong,stdlib,-server,3,10,3910078,3912352,3914162,3922151,255.601,Mop/s,47884,-1,24,-1,-1,ok,true,,
1,20260625-161331,1782418411,task-spawn-await,concurrent,,20000,,20000,java,openjdk version 25.0.1 2025-10-21 LTS,virtual-threads,stdlib,-server,3,10,36586881,39823319,39508614,44046237,0.502,Mop/s,170504,-1,10682784,-1,-1,ok,true,,
